阿姨	ayi
能够	nenggou
经过	jingguo
甚至	shenzhi
代表	daibiao
通过	tongguo
各种	gezhong
农民	nongmin
准备	zhunbei
全国	quanguo
了解	liaojie
力量	liliang
经验	jingyan
有关	youguan
今年	jinnian
变化	bianhua
当然	dangran
家庭	jiating
原因	yuanyin
介绍	jieshao
事情	shiqing
方式	fangshi
电话	dianhua
作用	zuoyong
多少	duoshao
农村	nongcun
现代	xiandai
运动	yundong
内容	neirong
帮助	bangzhu
人员	renyuan
建设	jianshe
怎样	zenyang
行为	xingwei
朋友	pengyou
受到	shoudao
接受	jieshou
原来	yuanlai
认真	renzhen
增加	zengjia
以上	yishang
更加	gengjia
政策	zhengce
坚持	jianchi
劳动	laodong
形式	xingshi
仍然	rengran
改变	gaibian
终于	zhongyu
实现	shixian
现实	xianshi
使用	shiyong
规定	guiding
年代	niandai
高兴	gaoxing
尽管	jinguan
总是	zongshi
工人	gongren
小时	xiaoshi
并且	bingqie
重大	zhongda
材料	cailiao
程度	chengdu
检查	jiancha
英国	yingguo
另外	lingwai
肯定	kending
反映	fanying
医生	yisheng
成立	chengli
控制	kongzhi
调查	diaocha
清楚	qingchu
集中	jizhong
实行	shixing
面对	miandui
感情	ganqing
关心	guanxin
同学	tongxue
教师	jiaoshi
产品	chanpin
胜利	shengli
眼睛	yanjing
简单	jiandan
项目	xiangmu
理想	lixiang
抓住	zhuazhu
阶段	jieduan
先进	xianjin
银行	yinhang
文明	wenming
战士	zhanshi
执行	zhixing
建筑	jianzhu
之前	zhiqian
广大	guangda
长期	changqi
大量	daliang
成绩	chengji
培养	peiyang
相互	xianghu
超过	chaoguo
著名	zhuming
稳定	wending
明白	mingbai
开展	kaizhan
电视	dianshi
职工	zhigong
明确	mingque
追求	zhuiqiu
坚决	jianjue
效果	xiaoguo
上午	shangwu
先后	xianhou
有效	youxiao
部长	buchang
适应	shiying
战略	zhanlve
掌握	zhangwo
病人	bingren
确定	queding
训练	xunlian
组成	zucheng
专业	zhuanye
网络	wangluo
前进	qianjin
交流	jiaoliu
天津	tianjin
真实	zhenshi
至少	zhishao
开放	kaifang
召开	zhaokai
主动	zhudong
解放	jiefang
看见	kanjian
从事	congshi
团结	tuanjie
姑娘	guniang
制定	zhiding
互相	huxiang
逐渐	zhujian
推动	tuidong
美元	meiyuan
危险	weixian
说话	shuohua
表演	biaoyan
公开	gongkai
采用	caiyong
运用	yunyong
委员	weiyuan
观察	guancha
马上	mashang
周围	zhouwei
商业	shangye
太阳	taiyang
本身	benshen
文件	wenjian
加快	jiakuai
整个	zhengge
南京	nanjing
拥有	yongyou
平均	pingjun
贯彻	guanche
对方	duifang
民间	minjian
消费	xiaofei
完善	wanshan
改善	gaishan
感受	ganshou
战斗	zhandou
眼前	yanqian
访问	fangwen
展开	zhankai
关注	guanzhu
冲突	chongtu
命运	mingyun
采访	caifang
小学	xiaoxue
停止	tingzhi
加工	jiagong
协调	xietiao
评价	pingjia
电脑	diannao
目光	muguang
治疗	zhiliao
显然	xianran
昨天	zuotian
心情	xinqing
面临	mianlin
总结	zongjie
百姓	baixing
寻找	xunzhao
限制	xianzhi
整体	zhengti
演员	yanyuan
究竟	jiujing
程序	chengxu
放心	fangxin
生物	shengwu
性质	xingzhi
党委	dangwei
金融	jinrong
贷款	daikuan
东北	dongbei
降低	jiangdi
动作	dongzuo
作风	zuofeng
争取	zhengqu
全球	quanqiu
当代	dangdai
标志	biaozhi
天下	tianxia
警察	jingcha
并非	bingfei
转移	zhuanyi
情感	qinggan
公民	gongmin
保险	baoxian
财产	caichan
运行	yunxing
患者	huanzhe
费用	feiyong
针对	zhendui
进展	jinzhan
相比	xiangbi
中的	zhongde
从来	conglai
即将	jijiang
四川	sichuan
作战	zuozhan
传播	chuanbo
强大	qiangda
防止	fangzhi
海洋	haiyang
非洲	feizhou
特征	tezheng
地上	dishang
北方	beifang
显著	xianzhu
黄河	huanghe
小姐	xiaojie
繁荣	fanrong
更为	gengwei
前来	qianlai
会见	huijian
后面	houmian
兴奋	xingfen
才能	caineng
立场	lichang
交给	jiaogei
准确	zhunque
春节	chunjie
带领	dailing
邀请	yaoqing
感动	gandong
牺牲	xisheng
白天	baitian
指标	zhibiao
两岸	liangan
通信	tongxin
上去	shangqu
公斤	gongjin
尽快	jinkuai
心灵	xinling
少数	shaoshu
岗位	gangwei
参观	canguan
外交	waijiao
施工	shigong
冠军	guanjun
平时	pingshi
深化	shenhua
环节	huanjie
灵魂	linghun
大众	dazhong
适当	shidang
南方	nanfang
检验	jianyan
流动	liudong
身份	shenfen
职能	zhineng
概念	gainian
教学	jiaoxue
种子	zhongzi
进攻	jingong
现有	xianyou
外面	waimian
判断	panduan
下面	xiamian
温暖	wennuan
队员	duiyuan
微笑	weixiao
迎接	yingjie
县委	xianwei
推行	tuixing
新型	xinxing
教训	jiaoxun
等待	dengdai
上级	shangji
收费	shoufei
简直	jianzhi
消除	xiaochu
经费	jingfei
共有	gongyou
气象	qixiang
卫星	weixing
有限	youxian
评论	pinglun
带动	daidong
对手	duishou
士兵	shibing
主管	zhuguan
不良	buliang
能否	nengfou
江苏	jiangsu
国防	guofang
手术	shoushu
继承	jicheng
障碍	zhangai
红军	hongjun
当时	dangshi
前后	qianhou
异常	yichang
下岗	xiagang
学院	xueyuan
广播	guangbo
环保	huanbao
缺少	queshao
草原	caoyuan
高校	gaoxiao
刚才	gangcai
周刊	zhoukan
流行	liuxing
皇帝	huangdi
兄弟	xiongdi
证据	zhengju
建国	jianguo
补充	buchong
千万	qianwan
住房	zhufang
工会	gonghui
艰难	jiannan
达成	dacheng
机场	jichang
同胞	tongbao
重复	chongfu
流通	liutong
说道	shuodao
广西	guangxi
详细	xiangxi
海关	haiguan
当今	dangjin
条约	tiaoyue
情节	qingjie
饭店	fandian
境内	jingnei
竟然	jingran
再说	zaishuo
援助	yuanzhu
想法	xiangfa
算是	suanshi
信用	xinyong
审查	shencha
经贸	jingmao
整理	zhengli
请求	qingqiu
丈夫	zhangfu
未能	weineng
庆祝	qingzhu
收购	shougou
试点	shidian
展览	zhanlan
叫做	jiaozuo
抓紧	zhuajin
中午	zhongwu
正如	zhengru
宗旨	zongzhi
签署	qianshu
高原	gaoyuan
相继	xiangji
飞行	feixing
精心	jingxin
往来	wanglai
摄影	sheying
追究	zhuijiu
循环	xunhuan
人权	renquan
新鲜	xinxian
早晨	zaochen
权威	quanwei
审判	shenpan
棉花	mianhua
冲击	chongji
提升	tisheng
人工	rengong
民警	minjing
来源	laiyuan
江西	jiangxi
遵守	zunshou
类型	leixing
提倡	tichang
面貌	mianmao
联赛	liansai
课程	kecheng
营造	yingzao
沟通	goutong
着眼	zhuoyan
轿车	jiaoche
必将	bijiang
认定	rending
主权	zhuquan
日常	richang
专利	zhuanli
免费	mianfei
使命	shiming
较为	jiaowei
调节	tiaojie
境界	jingjie
平台	pingtai
通讯	tongxun
混乱	hunluan
电信	dianxin
原有	yuanyou
多年	duonian
随便	suibian
干净	ganjing
借鉴	jiejian
信念	xinnian
推荐	tuijian
养殖	yangzhi
奖励	jiangli
生意	shengyi
龙头	longtou
消灭	xiaomie
鲜花	xianhua
共识	gongshi
总数	zongshu
办公	bangong
比重	bizhong
宣言	xuanyan
专题	zhuanti
描写	miaoxie
国情	guoqing
当作	dangzuo
遭受	zaoshou
信仰	xinyang
更新	gengxin
观看	guankan
通道	tongdao
占有	zhanyou
原始	yuanshi
小麦	xiaomai
竞赛	jingsai
审美	shenmei
邪教	xiejiao
编制	bianzhi
浪费	langfei
生气	shengqi
教材	jiaocai
动态	dongtai
号召	haozhao
支援	zhiyuan
单纯	danchun
首脑	shounao
夏天	xiatian
调研	diaoyan
用人	yongren
收获	shouhuo
历程	licheng
球员	qiuyuan
防范	fangfan
高潮	gaochao
深处	shenchu
增进	zengjin
百年	bainian
定位	dingwei
民营	minying
灵活	linghuo
天然	tianran
常务	changwu
交谈	jiaotan
圆满	yuanman
警告	jinggao
民工	mingong
长大	changda
增多	zengduo
点头	diantou
全民	quanmin
钢铁	gangtie
当初	dangchu
失望	shiwang
力争	lizheng
领袖	lingxiu
否定	fouding
纲要	gangyao
新建	xinjian
构建	goujian
名单	mingdan
车间	chejian
阐述	chanshu
昆明	kunming
存款	cunkuan
修建	xiujian
形态	xingtai
赶快	gankuai
来访	laifang
人间	renjian
拓展	tuozhan
一向	yixiang
贵州	guizhou
故乡	guxiang
酒店	jiudian
上帝	shangdi
身后	shenhou
开通	kaitong
全军	quanjun
评为	pingwei
文献	wenxian
重组	chongzu
国王	guowang
宁夏	ningxia
浑身	hunshen
消耗	xiaohao
变为	bianwei
相似	xiangsi
民兵	minbing
丧失	sangshi
陪同	peitong
任命	renming
组长	zuchang
燃烧	ranshao
开工	kaigong
海水	haishui
精品	jingpin
勇敢	yonggan
透明	touming
精彩	jingcai
信访	xinfang
潮流	chaoliu
连接	lianjie
知名	zhiming
升级	shengji
正义	zhengyi
排放	paifang
延伸	yanshen
游泳	youyong
投票	toupiao
年初	nianchu
坚实	jianshi
住宅	zhuzhai
释放	shifang
拖欠	tuoqian
野生	yesheng
手指	shouzhi
节能	jieneng
看望	kanwang
从未	congwei
对面	duimian
出售	chushou
军官	junguan
产值	chanzhi
嘴唇	zuichun
协定	xieding
在党	zaidang
名人	mingren
超越	chaoyue
空军	kongjun
公社	gongshe
申报	shenbao
农药	nongyao
政务	zhengwu
妥善	tuoshan
水果	shuiguo
议长	yizhang
英文	yingwen
画面	huamian
原本	yuanben
高层	gaoceng
小心	xiaoxin
运营	yunying
加深	jiashen
退耕	tuigeng
高峰	gaofeng
社员	sheyuan
泪水	leishui
厨房	chufang
收拾	shoushi
公约	gongyue
花园	huayuan
首届	shoujie
传递	chuandi
财经	caijing
测量	celiang
会员	huiyuan
情报	qingbao
生日	shengri
本领	benling
金钱	jinqian
源头	yuantou
宏伟	hongwei
水稻	shuidao
宾馆	binguan
车站	chezhan
报名	baoming
边界	bianjie
使馆	shiguan
全都	quandou
行人	xingren
中部	zhongbu
过年	guonian
整合	zhenghe
选民	xuanmin
总裁	zongcai
太原	taiyuan
分明	fenming
养老	yanglao
珍贵	zhengui
缩小	suoxiao
陌生	mosheng
动摇	dongyao
港口	gangkou
节水	jieshui
分工	fengong
应对	yingdui
华侨	huaqiao
国债	guozhai
保健	baojian
建造	jianzao
脚下	jiaoxia
境外	jingwai
渗透	shentou
青海	qinghai
跟踪	genzong
倘若	tangruo
动人	dongren
修订	xiuding
毛病	maobing
公主	gongzhu
隐患	yinhuan
实效	shixiao
城区	chengqu
远处	yuanchu
崭新	zhanxin
用来	yonglai
歌声	gesheng
书面	shumian
任用	renyong
有名	youming
强度	qiangdu
国产	guochan
电台	diantai
首要	shouyao
职权	zhiquan
黄色	huangse
燃料	ranliao
兰州	lanzhou
对抗	duikang
描述	miaoshu
家园	jiayuan
反恐	fankong
缓慢	huanman
回收	huishou
化工	huagong
名牌	mingpai
花钱	huaqian
出身	chushen
政法	zhengfa
呼声	husheng
老年	laonian
住院	zhuyuan
灌溉	guangai
验收	yanshou
税费	shuifei
拓宽	tuokuan
时空	shikong
省区	shengqu
刊登	kandeng
用品	yongpin
公告	gonggao
民航	minhang
平凡	pingfan
全新	quanxin
修养	xiuyang
收回	shouhui
平稳	pingwen
缺陷	quexian
遥远	yaoyuan
上课	shangke
东南	dongnan
筹备	choubei
未经	weijing
古城	gucheng
总队	zongdui
困境	kunjing
镜头	jingtou
走访	zoufang
领会	linghui
撤销	chexiao
超市	chaoshi
为首	weishou
管道	guandao
难免	nanmian
等候	denghou
联络	lianluo
聘请	pinqing
扩展	kuozhan
平民	pingmin
展出	zhanchu
停留	tingliu
排名	paiming
三农	sannong
吃惊	chijing
反动	fandong
传达	chuanda
会同	huitong
多边	duobian
每当	meidang
狠抓	henzhua
笑话	xiaohua
沙龙	shalong
场地	changdi
行列	hanglie
战术	zhanshu
救援	jiuyuan
农家	nongjia
水质	shuizhi
何况	hekuang
缩短	suoduan
难点	nandian
阶层	jieceng
人身	renshen
同类	tonglei
政绩	zhengji
虽说	suishuo
影视	yingshi
乘客	chengke
短缺	duanque
太空	taikong
放开	fangkai
荣获	ronghuo
空白	kongbai
投产	touchan
多样	duoyang
约定	yueding
苹果	pingguo
心脏	xinzang
游行	youxing
缺点	quedian
描绘	miaohui
表决	biaojue
反抗	fankang
线索	xiansuo
侦查	zhencha
抓获	zhuahuo
从严	congyan
交叉	jiaocha
秋天	qiutian
间接	jianjie
人性	renxing
傍晚	bangwan
前者	qianzhe
中期	zhongqi
念头	niantou
怎能	zenneng
抽查	choucha
接连	jielian
看病	kanbing
未免	weimian
原告	yuangao
被动	beidong
食堂	shitang
年均	nianjun
硕士	shuoshi
赞扬	zanyang
前列	qianlie
前沿	qianyan
火箭	huojian
连队	liandui
书店	shudian
申办	shenban
转达	zhuanda
账户	zhanghu
学说	xueshuo
弟兄	dixiong
拼命	pinming
惊人	jingren
中医	zhongyi
无偿	wuchang
深切	shenqie
对照	duizhao
竣工	jungong
风貌	fengmao
途中	tuzhong
油田	youtian
谁知	sheizhi
报酬	baochou
走廊	zoulang
跟前	genqian
浪漫	langman
首位	shouwei
和尚	heshang
楼房	loufang
人选	renxuan
新春	xinchun
生死	shengsi
投身	toushen
睡着	shuizhe
场合	changhe
当下	dangxia
倡议	changyi
年会	nianhui
受灾	shouzai
外边	waibian
风采	fengcai
盼望	panwang
主编	zhubian
招聘	zhaopin
关切	guanqie
春秋	chunqiu
显出	xianchu
倾斜	qingxie
浓厚	nonghou
角落	jiaoluo
整齐	zhengqi
大娘	daniang
逐年	zhunian
来往	laiwang
印刷	yinshua
潜在	qianzai
中级	zhongji
战后	zhanhou
蓝天	lantian
南宁	nanning
邮票	youpiao
仍旧	rengjiu
颜色	yanshai
休闲	xiuxian
纯粹	chuncui
惩罚	chengfa
生涯	shengya
强迫	qiangpo
合成	hecheng
维权	weiquan
凭借	pingjie
认同	rentong
果断	guoduan
忍受	renshou
尖锐	jianrui
编写	bianxie
暂行	zanxing
难忘	nanwang
难受	nanshou
绝望	juewang
话说	huashuo
涉嫌	shexian
好评	haoping
尊敬	zunjing
订单	dingdan
丛书	congshu
阴影	yinying
园林	yuanlin
赞同	zantong
打仗	dazhang
遗传	yichuan
应邀	yingyao
超出	chaochu
派遣	paiqian
永久	yongjiu
竟是	jingshi
汗水	hanshui
滥用	lanyong
净化	jinghua
再现	zaixian
下令	xialing
太平	taiping
造型	zaoxing
两侧	liangce
现任	xianren
拆除	chaichu
箱子	xiangzi
分行	fenxing
抗旱	kanghan
自称	zicheng
侵权	qinquan
身材	shencai
宣告	xuangao
界限	jiexian
根源	genyuan
演变	yanbian
范畴	fanchou
振奋	zhenfen
封锁	fengsuo
火星	huoxing
播种	bozhong
歌唱	gechang
房门	fangmen
电报	dianbao
黄土	huangtu
高等	gaodeng
人情	renqing
彩电	caidian
团伙	tuanhuo
唱歌	changge
无声	wusheng
谨慎	jinshen
搬迁	banqian
供求	gongqiu
贵阳	guiyang
出动	chudong
三角	sanjiao
索性	suoxing
暗中	anzhong
满堂	mantang
未曾	weiceng
艰辛	jianxin
头顶	touding
电池	dianchi
每逢	meifeng
抱怨	baoyuan
天文	tianwen
公报	gongbao
罕见	hanjian
激光	jiguang
男性	nanxing
携手	xieshou
结算	jiesuan
高山	gaoshan
颤抖	chandou
迅猛	xunmeng
年内	niannei
上诉	shangsu
墙壁	qiangbi
受过	shouguo
往事	wangshi
交代	jiaodai
元旦	yuandan
价钱	jiaqian
处境	chujing
航班	hangban
家电	jiadian
峰会	fenghui
只管	zhiguan
兑现	duixian
全会	quanhui
生育	shengyu
点燃	dianran
踊跃	yongyue
管制	guanzhi
心愿	xinyuan
优点	youdian
中毒	zhongdu
有望	youwang
水位	shuiwei
后边	houbian
知青	zhiqing
党报	dangbao
电流	dianliu
方才	fangcai
垂直	chuizhi
漏洞	loudong
天才	tiancai
站住	zhanzhu
诞辰	danchen
简化	jianhua
水分	shuifen
钢琴	gangqin
保守	baoshou
夺冠	duoguan
通车	tongche
翅膀	chibang
道歉	daoqian
罪行	zuixing
辩论	bianlun
苍白	cangbai
物种	wuzhong
凭着	pingzhe
少有	shaoyou
癌症	aizheng
餐厅	canting
当晚	dangwan
在校	zaixiao
方略	fanglve
快活	kuaihuo
客商	keshang
多方	duofang
就算	jiusuan
饮料	yinliao
挪用	nuoyong
寒冷	hanleng
短暂	duanzan
门票	menpiao
轰炸	hongzha
三通	santong
征地	zhengdi
风暴	fengbao
行走	xingzou
直线	zhixian
本能	benneng
真心	zhenxin
增值	zengzhi
出面	chumian
教会	jiaohui
女生	nvsheng
传奇	chuanqi
经纬	jingwei
再见	zaijian
难怪	nanguai
请问	qingwen
签约	qianyue
拳头	quantou
冰雪	bingxue
团队	tuandui
网球	wangqiu
连锁	liansuo
最快	zuikuai
图像	tuxiang
简报	jianbao
治病	zhibing
山村	shancun
幸运	xingyun
衔接	xianjie
编者	bianzhe
社团	shetuan
输送	shusong
徘徊	paihuai
奋战	fenzhan
珍珠	zhenzhu
招待	zhaodai
诚意	chengyi
清新	qingxin
名列	minglie
审视	shenshi
管辖	guanxia
精美	jingmei
芯片	xinpian
借款	jiekuan
参展	canzhan
民用	minyong
手下	shouxia
书房	shufang
主线	zhuxian
扩建	kuojian
两地	liangdi
削减	xuejian
剧场	juchang
故障	guzhang
性别	xingbie
拥抱	yongbao
特种	tezhong
出院	chuyuan
献给	xiangei
邮件	youjian
高档	gaodang
鲜血	xianxue
猛然	mengran
取向	quxiang
高产	gaochan
民情	minqing
称呼	chenghu
乡里	xiangli
悬挂	xuangua
投放	toufang
亲身	qinshen
扰乱	raoluan
军营	junying
精确	jingque
建材	jiancai
停火	tinghuo
小品	xiaopin
备战	beizhan
对应	duiying
表态	biaotai
追赶	zhuigan
春运	chunyun
车型	chexing
沿线	yanxian
销毁	xiaohui
内战	neizhan
商议	shangyi
多元	duoyuan
属性	shuxing
彩票	caipiao
无穷	wuqiong
均衡	junheng
震撼	zhenhan
国营	guoying
周到	zhoudao
棺材	guancai
王国	wangguo
议程	yicheng
购销	gouxiao
门诊	menzhen
台风	taifeng
分管	fenguan
做梦	zuomeng
揭晓	jiexiao
军方	junfang
牵头	qiantou
取胜	qusheng
流水	liushui
料到	liaodao
往后	wanghou
美洲	meizhou
鸟类	niaolei
用心	yongxin
胸脯	xiongpu
长度	changdu
视角	shijiao
新颖	xinying
身心	shenxin
海啸	haixiao
捐助	juanzhu
嘴角	zuijiao
交涉	jiaoshe
冒险	maoxian
喉咙	houlong
东海	donghai
论断	lunduan
结晶	jiejing
卓越	zhuoyue
引用	yinyong
推销	tuixiao
面包	mianbao
亲情	qinqing
猛烈	menglie
绑架	bangjia
熟练	shulian
抽烟	chouyan
指望	zhiwang
表述	biaoshu
失踪	shizong
署名	shuming
北风	beifeng
风沙	fengsha
情人	qingren
隐藏	yincang
海面	haimian
不光	buguang
玩笑	wanxiao
迹象	jixiang
兴办	xingban
渔船	yuchuan
典范	dianfan
全文	quanwen
宽阔	kuankuo
自强	ziqiang
流氓	liumang
白宫	baigong
长足	changzu
直径	zhijing
绳子	shengzi
巡警	xunjing
上马	shangma
导航	daohang
多层	duoceng
回应	huiying
党派	dangpai
折腾	zheteng
暂停	zanting
陈旧	chenjiu
种族	zhongzu
情操	qingcao
药店	yaodian
高手	gaoshou
便民	bianmin
运送	yunsong
亲手	qinshou
富强	fuqiang
查明	chaming
注定	zhuding
悲痛	beitong
高明	gaoming
热量	reliang
备受	beishou
军用	junyong
分手	fenshou
用药	yongyao
肥料	feiliao
宣誓	xuanshi
怀抱	huaibao
神社	shenshe
弹性	tanxing
美妙	meimiao
埋怨	manyuan
神态	shentai
名家	mingjia
样品	yangpin
滋生	zisheng
枕头	zhentou
翻身	fanshen
助手	zhushou
总得	zongdei
出差	chuchai
容忍	rongren
弱点	ruodian
操纵	caozong
追问	zhuiwen
童话	tonghua
转入	zhuanru
明知	mingzhi
晚年	wannian
恰当	qiadang
言行	yanxing
心疼	xinteng
公然	gongran
路上	lushang
防汛	fangxun
象棋	xiangqi
等到	dengdao
减弱	jianruo
文凭	wenping
协同	xietong
相遇	xiangyu
裁定	caiding
订阅	dingyue
出让	churang
投标	toubiao
钻研	zuanyan
背影	beiying
促成	cucheng
好听	haoting
下边	xiabian
报销	baoxiao
但愿	danyuan
随手	suishou
发光	faguang
好坏	haohuai
界定	jieding
江河	jianghe
赶忙	ganmang
红火	honghuo
茫然	mangran
完工	wangong
攀登	pandeng
体重	tizhong
开水	kaishui
信封	xinfeng
专机	zhuanji
快捷	kuaijie
前人	qianren
草坪	caoping
鲜艳	xianyan
定价	dingjia
狭窄	xiazhai
稍微	shaowei
并存	bingcun
兵士	bingshi
选派	xuanpai
报警	baojing
教导	jiaodao
诈骗	zhapian
没用	meiyong
青睐	qinglai
满怀	manhuai
微观	weiguan
筹措	choucuo
防火	fanghuo
方言	fangyan
填写	tianxie
老兵	laobing
山头	shantou
下山	xiashan
参照	canzhao
恍惚	huanghu
任免	renmian
改建	gaijian
领略	linglve
同伴	tongban
话筒	huatong
精致	jingzhi
风云	fengyun
保全	baoquan
日程	richeng
学风	xuefeng
念书	nianshu
检讨	jiantao
招牌	zhaopai
简陋	jianlou
标本	biaoben
劳工	laogong
指点	zhidian
旁人	pangren
票价	piaojia
丰厚	fenghou
沉浸	chenjin
乐团	yuetuan
柔软	rouruan
反省	fanxing
寒风	hanfeng
泰山	taishan
早点	zaodian
鲜活	xianhuo
下水	xiashui
演说	yanshuo
繁忙	fanmang
指令	zhiling
禁令	jinling
阳台	yangtai
在手	zaishou
餐桌	canzhuo
售价	shoujia
仇恨	chouhen
史料	shiliao
大奖	dajiang
陈述	chenshu
便道	biandao
讲课	jiangke
停车	tingche
腾飞	tengfei
坏事	huaishi
教书	jiaoshu
轻视	qingshi
网友	wangyou
停顿	tingdun
单调	dandiao
流浪	liulang
亲王	qinwang
巴掌	bazhang
名著	mingzhu
保管	baoguan
下放	xiafang
航运	hangyun
担当	dandang
加盟	jiameng
录像	luxiang
中西	zhongxi
陈列	chenlie
对称	duichen
盛大	shengda
叮嘱	dingzhu
灵感	linggan
置身	zhishen
出钱	chuqian
损坏	sunhuai
身高	shengao
皱纹	zhouwen
版权	banquan
阴阳	yinyang
呻吟	shenyin
洋人	yangren
凄凉	qiliang
生怕	shengpa
特长	techang
灯火	denghuo
慷慨	kangkai
左边	zuobian
侨胞	qiaobao
后方	houfang
忧患	youhuan
早年	zaonian
悄然	qiaoran
查找	chazhao
指控	zhikong
果园	guoyuan
心跳	xintiao
决战	juezhan
配送	peisong
冷淡	lengdan
凝视	ningshi
外援	waiyuan
追逐	zhuizhu
矿业	kuangye
中巴	zhongba
月饼	yuebing
废水	feishui
氧化	yanghua
学堂	xuetang
真切	zhenqie
纠缠	jiuchan
茶馆	chaguan
冻结	dongjie
花样	huayang
难关	nanguan
相距	xiangju
周岁	zhousui
交织	jiaozhi
罪名	zuiming
头痛	toutong
往返	wangfan
检索	jiansuo
出行	chuxing
纸条	zhitiao
沸腾	feiteng
火山	huoshan
外表	waibiao
饭馆	fanguan
滚动	gundong
崩溃	bengkui
骤然	zhouran
老总	laozong
手持	shouchi
出兵	chubing
软弱	ruanruo
祥和	xianghe
尽情	jinqing
退还	tuihuan
兼任	jianren
归还	guihuan
好笑	haoxiao
铲除	chanchu
胜负	shengfu
扫描	saomiao
心境	xinjing
到手	daoshou
关头	guantou
舰队	jiandui
打响	daxiang
海边	haibian
侵占	qinzhan
老龄	laoling
踌躇	chouchu
村镇	cunzhen
走动	zoudong
坏人	huairen
新兵	xinbing
样式	yangshi
围攻	weigong
用处	yongchu
华东	huadong
缩影	suoying
确诊	quezhen
制售	zhishou
后天	houtian
蕴藏	yuncang
惊叹	jingtan
行军	xingjun
幸亏	xingkui
警报	jingbao
高龄	gaoling
设定	sheding
大专	dazhuan
借用	jieyong
超载	chaozai
全然	quanran
温泉	wenquan
客场	kechang
环球	huanqiu
飞快	feikuai
要命	yaoming
长途	changtu
关节	guanjie
喊叫	hanjiao
右边	youbian
天黑	tianhei
关门	guanmen
干线	ganxian
眼角	yanjiao
施展	shizhan
稿件	gaojian
轻微	qingwei
火柴	huochai
肩头	jiantou
且说	qieshuo
血管	xueguan
拥军	yongjun
珠峰	zhufeng
钱财	qiancai
磁场	cichang
沉吟	chenyin
下手	xiashou
育种	yuzhong
瘫痪	tanhuan
患有	huanyou
忘却	wangque
窑洞	yaodong
山林	shanlin
稻田	daotian
清查	qingcha
着实	zhuoshi
拜访	baifang
风流	fengliu
议政	yizheng
灭亡	miewang
网民	wangmin
悲观	beiguan
上路	shanglu
麻将	majiang
实说	shishuo
淡水	danshui
流淌	liutang
现存	xiancun
懂事	dongshi
条文	tiaowen
养活	yanghuo
公道	gongdao
百官	baiguan
改观	gaiguan
真挚	zhenzhi
溶解	rongjie
雪山	xueshan
鞭炮	bianpao
能耗	nenghao
灰尘	huichen
丢掉	diudiao
看守	kanshou
开端	kaiduan
面粉	mianfen
战国	zhanguo
减灾	jianzai
增设	zengshe
称职	chenzhi
孔雀	kongque
娘子	niangzi
随身	suishen
灾情	zaiqing
中叶	zhongye
党刊	dangkan
茶房	chafang
水流	shuiliu
车票	chepiao
演练	yanlian
做官	zuoguan
匈奴	xiongnu
从头	congtou
友情	youqing
江湖	jianghu
收缩	shousuo
放学	fangxue
计量	jiliang
路程	lucheng
怀孕	huaiyun
受损	shousun
种地	zhongdi
抒情	shuqing
危房	weifang
脂肪	zhifang
财税	caishui
侧重	cezhong
有功	yougong
本性	benxing
矿区	kuangqu
开庭	kaiting
慢性	manxing
圣地	shengdi
出名	chuming
辽阔	liaokuo
交接	jiaojie
听话	tinghua
中途	zhongtu
型号	xinghao
照耀	zhaoyao
飞扬	feiyang
缴费	jiaofei
摘要	zhaiyao
美容	meirong
举重	juzhong
外观	waiguan
对联	duilian
热衷	rezhong
纵然	zongran
改名	gaiming
国税	guoshui
诠释	quanshi
单边	danbian
切断	qieduan
考评	kaoping
廉价	lianjia
照着	zhaozhe
缴获	jiaohuo
对准	duizhun
炮兵	paobing
板凳	bandeng
长子	zhangzi
杠杆	ganggan
何尝	hechang
平坦	pingtan
冷却	lengque
耕作	gengzuo
管家	guanjia
画展	huazhan
高空	gaokong
精髓	jingsui
开关	kaiguan
后院	houyuan
动画	donghua
威风	weifeng
前辈	qianbei
含笑	hanxiao
探望	tanwang
偏差	piancha
行车	xingche
责成	zecheng
肮脏	angzang
清单	qingdan
山沟	shangou
牧场	muchang
外债	waizhai
柴油	chaiyou
老远	laoyuan
板块	bankuai
铜牌	tongpai
红包	hongbao
时段	shiduan
果真	guozhen
功勋	gongxun
照射	zhaoshe
丑闻	chouwen
火烧	huoshao
昂扬	angyang
通告	tonggao
败坏	baihuai
怜悯	lianmin
营运	yingyun
凝结	ningjie
远近	yuanjin
任教	renjiao
吵架	chaojia
聘用	pinyong
连任	lianren
头疼	touteng
终日	zhongri
别说	bieshuo
名言	mingyan
丰满	fengman
高官	gaoguan
毁坏	huihuai
降雨	jiangyu
航道	hangdao
快车	kuaiche
受害	shouhai
留守	liushou
诊所	zhensuo
调配	tiaopei
筹划	chouhua
辍学	chuoxue
微妙	weimiao
出战	chuzhan
样本	yangben
手腕	shouwan
遵照	zunzhao
清脆	qingcui
半天	bantian
登台	dengtai
明月	mingyue
访谈	fangtan
冷落	lengluo
小车	xiaoche
探险	tanxian
放射	fangshe
觉醒	juexing
盲人	mangren
召回	zhaohui
归侨	guiqiao
失衡	shiheng
守信	shouxin
行进	xingjin
清澈	qingche
会面	huimian
放假	fangjia
环绕	huanrao
妥当	tuodang
炒作	chaozuo
下调	xiatiao
桂冠	guiguan
功劳	gonglao
留念	liunian
